"contrast","estimate","SE","df","t.ratio","p.value","combination","system_nr_unconnected_systems"
"high SL_conn - SL_unc",0.179248270075576,0.0616126034445964,35.7352318350569,2.90927927167955,0.00619556579245786,1,"1001, 1008, 1015, 1019, 1022, 1028, 1034, 1040, 1041, 1046, 1054, 1056, 1063"
"high MM_conn - MM_unc",0.107971096308958,0.0768444175989493,35.7352316704968,1.40506102697608,0.168637087097447,1,"1001, 1008, 1015, 1019, 1022, 1028, 1034, 1040, 1041, 1046, 1054, 1056, 1063"
"low SL_conn - SL_unc",0.181676688610905,0.0580889196029757,35.7352315499706,3.12756184574654,0.00349662499504717,1,"1001, 1008, 1015, 1019, 1022, 1028, 1034, 1040, 1041, 1046, 1054, 1056, 1063"
"low MM_conn - MM_unc",-0.0296639682002598,0.0768444175989494,35.7352316324684,-0.386026326012071,0.701765947574469,1,"1001, 1008, 1015, 1019, 1022, 1028, 1034, 1040, 1041, 1046, 1054, 1056, 1063"
"high SL_conn - SL_unc",0.174530654809724,0.0626423648806875,36.6294160849026,2.78614409181623,0.00839803586601161,2,"1004, 1007, 1015, 1018, 1021, 1030, 1032, 1038, 1041, 1046, 1054, 1056, 1063"
"high MM_conn - MM_unc",0.107971096308963,0.0781287557602709,36.6294164070269,1.38196359660788,0.175353317032658,2,"1004, 1007, 1015, 1018, 1021, 1030, 1032, 1038, 1041, 1046, 1054, 1056, 1063"
"low SL_conn - SL_unc",0.181676688610905,0.0590597879955949,36.6294162355747,3.07614867538054,0.00395323010928547,2,"1004, 1007, 1015, 1018, 1021, 1030, 1032, 1038, 1041, 1046, 1054, 1056, 1063"
"low MM_conn - MM_unc",-0.0296639682002599,0.0781287557602708,36.6294148421701,-0.379680540302989,0.706375055628499,2,"1004, 1007, 1015, 1018, 1021, 1030, 1032, 1038, 1041, 1046, 1054, 1056, 1063"
"high SL_conn - SL_unc",0.179248270075575,0.0640416878730852,35.1160578619077,2.7989310717544,0.00827305836874789,3,"1003, 1007, 1011, 1020, 1024, 1028, 1031, 1040, 1044, 1046, 1055, 1056, 1063"
"high MM_conn - MM_unc",0.107971096308958,0.0798740181639335,35.1160580491553,1.35176743064757,0.185093182485738,3,"1003, 1007, 1011, 1020, 1024, 1028, 1031, 1040, 1044, 1046, 1055, 1056, 1063"
"low SL_conn - SL_unc",0.181676688610905,0.0603790823649214,35.1160579457563,3.00893424502347,0.0048265716816113,3,"1003, 1007, 1011, 1020, 1024, 1028, 1031, 1040, 1044, 1046, 1055, 1056, 1063"
"low MM_conn - MM_unc",-0.00270429320630181,0.0798740181639335,35.1160580758429,-0.033856982138441,0.973182916424307,3,"1003, 1007, 1011, 1020, 1024, 1028, 1031, 1040, 1044, 1046, 1055, 1056, 1063"
"high SL_conn - SL_unc",0.195866176026634,0.0640985313721267,34.7128613798689,3.05570458220836,0.00429804949407804,4,"1003, 1007, 1011, 1020, 1024, 1030, 1033, 1039, 1042, 1046, 1055, 1056, 1063"
"high MM_conn - MM_unc",0.107971096308959,0.0799449144632929,34.7128630793847,1.35056866385835,0.185573065732965,4,"1003, 1007, 1011, 1020, 1024, 1030, 1033, 1039, 1042, 1046, 1055, 1056, 1063"
"low SL_conn - SL_unc",0.181676688610904,0.0604326749297725,34.7128619899596,3.00626587888137,0.00488999447045447,4,"1003, 1007, 1011, 1020, 1024, 1030, 1033, 1039, 1042, 1046, 1055, 1056, 1063"
"low MM_conn - MM_unc",-0.00270429320630168,0.079944914463293,34.7128637453044,-0.0338269572799827,0.97320890512368,4,"1003, 1007, 1011, 1020, 1024, 1030, 1033, 1039, 1042, 1046, 1055, 1056, 1063"
"high SL_conn - SL_unc",0.189624744302581,0.0635577559654978,33.5645144733808,2.9835028223073,0.00528000678180963,6,"1001, 1007, 1015, 1018, 1024, 1029, 1031, 1038, 1042, 1047, 1055, 1056, 1063"
"high MM_conn - MM_unc",0.10797109630896,0.0792704490316934,33.5645143724406,1.36205985493776,0.182250770429076,6,"1001, 1007, 1015, 1018, 1024, 1029, 1031, 1038, 1042, 1047, 1055, 1056, 1063"
"low SL_conn - SL_unc",0.181676688610904,0.0599228269869377,33.5645148604698,3.0318444196651,0.00466032329760801,6,"1001, 1007, 1015, 1018, 1024, 1029, 1031, 1038, 1042, 1047, 1055, 1056, 1063"
