"contrast","estimate","SE","df","t.ratio","p.value","combination","system_nr_unconnected_systems"
"high SL_conn - SL_unc",-35.4916258563626,11.0778066128449,31.2145897062328,-3.2038495612669,0.00311833042345726,1,"1005, 1008, 1012, 1016, 1024, 1027, 1031, 1038, 1045, 1046, 1055, 1056, 1063"
"high MM_conn - MM_unc",8.66938381256571,13.7255290903176,30.50702562967,0.631624745065845,0.532336938030911,1,"1005, 1008, 1012, 1016, 1024, 1027, 1031, 1038, 1045, 1046, 1055, 1056, 1063"
"low SL_conn - SL_unc",-26.5562305091398,10.4599514776778,31.7546415156401,-2.53884834607623,0.0162258440045788,1,"1005, 1008, 1012, 1016, 1024, 1027, 1031, 1038, 1045, 1046, 1055, 1056, 1063"
"low MM_conn - MM_unc",50.809702418097,13.8559193676718,31.7786454475663,3.66700332687014,0.000889835687080509,1,"1005, 1008, 1012, 1016, 1024, 1027, 1031, 1038, 1045, 1046, 1055, 1056, 1063"
"high SL_conn - SL_unc",-40.1008482342023,11.4507509042047,33.9630557971521,-3.50202782068008,0.00131479554808687,2,"1002, 1010, 1014, 1016, 1023, 1027, 1033, 1040, 1044, 1047, 1051, 1056, 1063"
"high MM_conn - MM_unc",6.96105078452216,14.1671809285754,32.9859734418947,0.491350454237628,0.626432182294465,2,"1002, 1010, 1014, 1016, 1023, 1027, 1033, 1040, 1044, 1047, 1051, 1056, 1063"
"low SL_conn - SL_unc",-30.9998737283923,10.7093821473907,32.985973385738,-2.89464632989543,0.00668299773266953,2,"1002, 1010, 1014, 1016, 1023, 1027, 1033, 1040, 1044, 1047, 1051, 1056, 1063"
"low MM_conn - MM_unc",53.5249511506361,14.1671809285754,32.9859733938218,3.7780946979138,0.0006290087381582,2,"1002, 1010, 1014, 1016, 1023, 1027, 1033, 1040, 1044, 1047, 1051, 1056, 1063"
"high SL_conn - SL_unc",-40.9093596214052,11.3851195831218,33.9884547368312,-3.59323056053383,0.00102131677747271,3,"1001, 1007, 1014, 1018, 1025, 1027, 1034, 1040, 1043, 1047, 1055, 1056, 1063"
"high MM_conn - MM_unc",6.96105077769912,14.083260659055,32.9899978168168,0.494278345492628,0.62438502683792,3,"1001, 1007, 1014, 1018, 1025, 1027, 1034, 1040, 1043, 1047, 1055, 1056, 1063"
"low SL_conn - SL_unc",-30.9998736739282,10.6459443869127,32.9899977825407,-2.91189513558205,0.00639681315851757,3,"1001, 1007, 1014, 1018, 1025, 1027, 1034, 1040, 1043, 1047, 1055, 1056, 1063"
"low MM_conn - MM_unc",50.4001886725923,14.0832606621027,32.9899978860708,3.57873008828251,0.00109292089910034,3,"1001, 1007, 1014, 1018, 1025, 1027, 1034, 1040, 1043, 1047, 1055, 1056, 1063"
"high SL_conn - SL_unc",-37.378914201743,11.3495652883787,31.8578588876544,-3.29342254544471,0.00242913410360206,4,"1001, 1008, 1012, 1020, 1024, 1029, 1031, 1040, 1043, 1054, 1046, 1056, 1063"
"high MM_conn - MM_unc",7.90138702508303,14.0784751371325,31.3515693878751,0.561238837879738,0.578624627134864,4,"1001, 1008, 1012, 1020, 1024, 1029, 1031, 1040, 1043, 1054, 1046, 1056, 1063"
"low SL_conn - SL_unc",-28.5782902139981,10.6715271208403,31.8649448658462,-2.67799443232336,0.0116105352462277,4,"1001, 1008, 1012, 1020, 1024, 1029, 1031, 1040, 1043, 1054, 1046, 1056, 1063"
"low MM_conn - MM_unc",50.0153415450824,14.2004681964287,32.6699300907408,3.52209102215805,0.00128759865474871,4,"1001, 1008, 1012, 1020, 1024, 1029, 1031, 1040, 1043, 1054, 1046, 1056, 1063"
"high SL_conn - SL_unc",-40.1605592536068,11.3732783029395,33.898262157805,-3.53113308088372,0.00121557779019753,5,"1005, 1006, 1014, 1018, 1022, 1030, 1034, 1037, 1043, 1054, 1046, 1056, 1063"
"high MM_conn - MM_unc",6.90374053625748,14.059557384401,32.8333797555841,0.491035410824322,0.6266676303781,5,"1005, 1006, 1014, 1018, 1022, 1030, 1034, 1037, 1043, 1054, 1046, 1056, 1063"
"low SL_conn - SL_unc",-30.4347263124014,10.650860831943,33.1372629847853,-2.85748981163331,0.00732413544331828,5,"1005, 1006, 1014, 1018, 1022, 1030, 1034, 1037, 1043, 1054, 1046, 1056, 1063"
"low MM_conn - MM_unc",49.3006527043068,14.1208178124641,33.3982058050351,3.49134542765577,0.00137351952092454,5,"1005, 1006, 1014, 1018, 1022, 1030, 1034, 1037, 1043, 1054, 1046, 1056, 1063"
"high SL_conn - SL_unc",-35.8506420256345,11.4165270668223,32.8449681304713,-3.14024061921776,0.0035596370219672,7,"1001, 1009, 1015, 1018, 1022, 1030, 1032, 1039, 1041, 1054, 1048, 1056, 1063"
"high MM_conn - MM_unc",6.4775802500806,14.1084754183085,31.6869166975919,0.459126876435895,0.649277233903666,7,"1001, 1009, 1015, 1018, 1022, 1030, 1032, 1039, 1041, 1054, 1048, 1056, 1063"
"low SL_conn - SL_unc",-29.2506430250195,10.6765030211332,31.9153105906186,-2.73972132702256,0.00998080886760951,7,"1001, 1009, 1015, 1018, 1022, 1030, 1032, 1039, 1041, 1054, 1048, 1056, 1063"
"low MM_conn - MM_unc",51.0400895249241,14.150721376924,32.0742410561549,3.60688958289835,0.00103924589203199,7,"1001, 1009, 1015, 1018, 1022, 1030, 1032, 1039, 1041, 1054, 1048, 1056, 1063"
"high SL_conn - SL_unc",-38.3576821685236,11.2020423684787,32.542924228138,-3.4241686387884,0.00168479415029574,8,"1004, 1007, 1011, 1020, 1023, 1028, 1035, 1037, 1044, 1054, 1048, 1056, 1064"
"high MM_conn - MM_unc",10.1658330636333,13.8611994367899,31.7589465129375,0.733402120789889,0.468692761791864,8,"1004, 1007, 1011, 1020, 1023, 1028, 1035, 1037, 1044, 1054, 1048, 1056, 1064"
"low SL_conn - SL_unc",-29.5161234494289,10.4824370230206,31.8504876351818,-2.81576921326673,0.00828057826178376,8,"1004, 1007, 1011, 1020, 1023, 1028, 1035, 1037, 1044, 1054, 1048, 1056, 1064"
"low MM_conn - MM_unc",50.5128145898665,13.898077365274,32.0614347073814,3.63451816120111,0.000963970065381056,8,"1004, 1007, 1011, 1020, 1023, 1028, 1035, 1037, 1044, 1054, 1048, 1056, 1064"
"high SL_conn - SL_unc",-30.3310963183612,11.3055133478347,33.0921739862998,-2.68285883048118,0.011305579969941,9,"1003, 1007, 1015, 1016, 1024, 1027, 1033, 1039, 1041, 1055, 1047, 1056, 1064"
"high MM_conn - MM_unc",10.3931545498996,13.9963717315609,32.2358561493719,0.742560625655846,0.463124788553936,9,"1003, 1007, 1015, 1016, 1024, 1027, 1033, 1039, 1041, 1055, 1047, 1056, 1064"
"low SL_conn - SL_unc",-29.4810145844027,10.602419361531,32.5638060298113,-2.78059314380351,0.00894616187594495,9,"1003, 1007, 1015, 1016, 1024, 1027, 1033, 1039, 1041, 1055, 1047, 1056, 1064"
"low MM_conn - MM_unc",51.1914365171656,14.0467793687819,32.7282893917953,3.64435399554545,0.000919299229743424,9,"1003, 1007, 1015, 1016, 1024, 1027, 1033, 1039, 1041, 1055, 1047, 1056, 1064"
"high SL_conn - SL_unc",-35.101838240558,11.1533291146236,32.5187404958235,-3.14720724904767,0.00351761554562376,10,"1001, 1007, 1014, 1018, 1025, 1027, 1035, 1039, 1041, 1053, 1049, 1056, 1065"
"high MM_conn - MM_unc",16.4700050208692,13.8076397319975,31.6086159853881,1.19281827600861,0.241817938736179,10,"1001, 1007, 1014, 1018, 1025, 1027, 1035, 1039, 1041, 1053, 1049, 1056, 1065"
"low SL_conn - SL_unc",-27.1539586324566,10.4545981463096,31.8445986890787,-2.59732208282359,0.0141050420894996,10,"1001, 1007, 1014, 1018, 1025, 1027, 1035, 1039, 1041, 1053, 1049, 1056, 1065"
"low MM_conn - MM_unc",53.7355030752309,13.757791604773,31.2399447855021,3.90582330499819,0.000469741312910298,10,"1001, 1007, 1014, 1018, 1025, 1027, 1035, 1039, 1041, 1053, 1049, 1056, 1065"
"high SL_conn - SL_unc",-28.424535358597,10.9891227600715,32.5343898671936,-2.58660640882786,0.0143620622402056,11,"1004, 1006, 1013, 1020, 1022, 1028, 1034, 1036, 1042, 1054, 1046, 1056, 1065"
"high MM_conn - MM_unc",20.0864745437269,13.6440303556819,32.001961988438,1.47218043496671,0.150739368042762,11,"1004, 1006, 1013, 1020, 1022, 1028, 1034, 1036, 1042, 1054, 1046, 1056, 1065"
"low SL_conn - SL_unc",-28.9989219769076,10.3284360608066,32.1965813322302,-2.80767792976422,0.0084069448428654,11,"1004, 1006, 1013, 1020, 1022, 1028, 1034, 1036, 1042, 1054, 1046, 1056, 1065"
"low MM_conn - MM_unc",48.8232019447548,13.7366287024293,32.9091633754079,3.55423466720917,0.0011715545298807,11,"1004, 1006, 1013, 1020, 1022, 1028, 1034, 1036, 1042, 1054, 1046, 1056, 1065"
